university_name,faculty_name,program_name,program_id,receive_student_number,min_gpax,min_total_score,scores_criteria,link
มหาวิทยาลัยนเรศวร,คณะเกษตรศาสตร์ ทรัพยากรธรรมชาติและสิ่งแวดล้อม,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเกษตรแม่นยำ,10200110500401A,40,2.0,0.0,"{'gpax': 20, 'tgat': 30, 'a_lv_61': 15, 'cal_type': '1', 'cal_score_sum': 35, 'cal_subject_name': 'a_lv_64 a_lv_65 a_lv_66 '}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะเกษตรศาสตร์ ทรัพยากรธรรมชาติและสิ่งแวดล้อม,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การประมง,10200110500601A,50,2.0,0.0,"{'gpax': 20, 'tgat': 30, 'a_lv_61': 15, 'cal_type': '1', 'cal_score_sum': 35, 'cal_subject_name': 'a_lv_64 a_lv_65 a_lv_66 '}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะเกษตรศาสตร์ ทรัพยากรธรรมชาติและสิ่งแวดล้อม,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาภูมิศาสตร์,10200110903001A,50,2.0,0.0,"{'gpax': 20, 'tgat': 30, 'a_lv_61': 15, 'cal_type': '1', 'cal_score_sum': 35, 'cal_subject_name': 'a_lv_64 a_lv_65 a_lv_66 '}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะนิติศาสตร์,หลักสูตรนิติศาสตรบัณฑิต,10200112901001A,126,0.0,0.0,"{'gpax': 20, 'tgat': 20, 'a_lv_61': 15, 'a_lv_70': 15, 'a_lv_81': 15, 'a_lv_82': 15}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะบริหารธุรกิจ เศรษฐศาสตร์และการสื่อสาร,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการเงิน,10200113610101A,31,0.0,0.0,"{'gpax': 20, 'a_lv_61': 40, 'a_lv_82': 40}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะบริหารธุรกิจ เศรษฐศาสตร์และการสื่อสาร,หลักสูตรบัญชีบัณฑิต,10200113610501A,60,0.0,0.0,"{'gpax': 10, 'tgat': 40, 'a_lv_62': 30, 'a_lv_82': 20}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะบริหารธุรกิจ เศรษฐศาสตร์และการสื่อสาร,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชานวัตกรรมและการตลาดเชิงสร้างสรรค์,10200113610601A,20,0.0,0.0,"{'gpax': 10, 'tgat': 90}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะบริหารธุรกิจ เศรษฐศาสตร์และการสื่อสาร,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาธุรกิจดิจิทัล,10200113610701A,60,0.0,0.0,"{'gpax': 10, 'tgat': 30, 'a_lv_62': 20, 'a_lv_81': 20, 'a_lv_82': 20}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะบริหารธุรกิจ เศรษฐศาสตร์และการสื่อสาร,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาบริหารธุรกิจ,10200113610801A,92,0.0,0.0,"{'gpax': 20, 'tgat': 20, 'a_lv_62': 20, 'a_lv_81': 20, 'a_lv_82': 20}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะบริหารธุรกิจ เศรษฐศาสตร์และการสื่อสาร,หลักสูตรเศรษฐศาสตรบัณฑิต,10200113611101A,65,0.0,0.0,"{'gpax': 20, 'tgat': 60, 'a_lv_62': 20}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะบริหารธุรกิจ เศรษฐศาสตร์และการสื่อสาร,หลักสูตรเศรษฐศาสตรบัณฑิต,10200113611101A,65,0.0,0.0,"{'gpax': 20, 'tgat': 60, 'a_lv_62': 20}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะบริหารธุรกิจ เศรษฐศาสตร์และการสื่อสาร,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการท่องเที่ยว,10200113620101A,55,0.0,0.0,"{'gpax': 10, 'tgat': 20, 'a_lv_70': 20, 'a_lv_81': 20, 'a_lv_82': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะบริหารธุรกิจ เศรษฐศาสตร์และการสื่อสาร,หลักสูตรนิเทศศาสตรบัณฑิต,10200113901101A,115,0.0,0.0,"{'gpax': 10, 'tgat': 30, 'a_lv_70': 20, 'a_lv_81': 20, 'a_lv_82': 20}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะพยาบาลศาสตร์,หลักสูตรพยาบาลศาสตรบัณฑิต,10200114111701A,100,0.0,0.0,"{'tgat': 35, 'a_lv_61': 10, 'a_lv_64': 10, 'a_lv_65': 15, 'a_lv_66': 15, 'a_lv_82': 15}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะเภสัชศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต  สาขาวิชาวิทยาศาสตร์เครื่องสำอางและผลิตภัณฑ์ธรรมชาติ,10200116111101A,45,3.0,0.0,"{'gpax': 10, 'tgat': 30, 'a_lv_61': 10, 'a_lv_64': 10, 'a_lv_65': 15, 'a_lv_66': 15, 'a_lv_82': 10}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะเภสัชศาสตร์,หลักสูตรเภสัชศาสตรบัณฑิต สาขาวิชาการบริบาลทางเภสัชกรรม,10200116130301A,55,3.5,0.0,"{'tgat': 20, 'a_lv_61': 20, 'a_lv_82': 20, 'cal_type': '1', 'cal_score_sum': 40, 'cal_subject_name': 'a_lv_64 a_lv_65 a_lv_66 '}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะมนุษยศาสตร์,หลักสูตรดุริยางคศาสตรบัณฑิต,10200117800201A,30,0.0,0.0,{'gpax': 100},https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะมนุษยศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชานาฏศิลป์ไทย,10200117800401A,30,0.0,0.0,"{'gpax': 80, 'tgat': 20}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะมนุษยศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาเกาหลี,10200117901701A,30,0.0,0.0,"{'gpax': 20, 'tgat': 50, 'a_lv_86': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะมนุษยศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาจีน,10200117901801A,40,0.0,0.0,"{'gpax': 20, 'tgat': 50, 'a_lv_87': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะมนุษยศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาญี่ปุ่น,10200117901901A,20,0.0,0.0,"{'gpax': 20, 'tgat': 80}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะมนุษยศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาไทย,10200117902001A,40,0.0,0.0,"{'gpax': 20, 'tgat': 80}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะมนุษยศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาพม่าศึกษา,10200117902201A,30,0.0,0.0,"{'gpax': 20, 'tgat': 80}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะมนุษยศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาฝรั่งเศส,10200117902401A,40,0.0,0.0,"{'gpax': 20, 'tgat': 80}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะมนุษยศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ,10200117902501A,60,0.0,0.0,"{'gpax': 10, 'a_lv_70': 20, 'a_lv_81': 20, 'a_lv_82': 50}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์,10200118210301A,55,0.0,0.0,"{'gpax': 20, 'tgat': 30, 'a_lv_61': 32, 'a_lv_64': 6, 'a_lv_65': 6, 'a_lv_66': 6}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมี,10200118210401A,80,2.5,0.0,"{'gpax': 20, 'tgat': 30, 'a_lv_61': 10, 'a_lv_64': 10, 'a_lv_65': 20, 'a_lv_66': 10}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยา,10200118210701A,100,2.5,0.0,"{'gpax': 20, 'tgat': 20, 'a_lv_61': 10, 'a_lv_64': 10, 'a_lv_65': 10, 'a_lv_66': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาเทคโนโลยีนวัตกรรมพลังงานและสิ่งแวดล้อม,10200118211401A,40,2.25,0.0,"{'gpax': 25, 'tgat': 30, 'a_lv_61': 15, 'a_lv_64': 15, 'a_lv_65': 10, 'a_lv_66': 5}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาฟิสิกส์,10200118212701A,60,2.5,0.0,"{'gpax': 25, 'tgat': 25, 'a_lv_61': 15, 'a_lv_64': 15, 'a_lv_65': 10, 'a_lv_66': 10}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาฟิสิกส์ประยุกต์,10200118212702A,70,2.25,0.0,"{'gpax': 25, 'tgat': 30, 'a_lv_61': 15, 'a_lv_64': 10, 'a_lv_65': 10, 'a_lv_66': 10}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสถิติ,10200118213301A,50,0.0,0.0,"{'gpax': 20, 'tgat': 30, 'a_lv_61': 32, 'a_lv_64': 6, 'a_lv_65': 6, 'a_lv_66': 6}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาเทคโนโลยีการวัดและระบบอัจฉริยะ,10200118213501A,40,2.25,0.0,"{'gpax': 30, 'tgat': 35, 'a_lv_61': 15, 'a_lv_63': 20}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศ,10200118220101A,20,0.0,0.0,"{'tgat': 50, 'tpat3': 50}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาการคอมพิวเตอร์,10200118220201A,5,2.5,0.0,"{'gpax': 20, 'tgat': 30, 'a_lv_61': 20, 'a_lv_63': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิทยาการข้อมูลและการวิเคราะห์,10200118220301A,20,0.0,0.0,"{'gpax': 20, 'tgat': 30, 'a_lv_61': 32, 'a_lv_64': 6, 'a_lv_65': 6, 'a_lv_66': 6}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์การแพทย์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาพยาธิวิทยากายวิภาค,10200119111201A,35,0.0,0.0,"{'gpax': 20, 'tgat': 30, 'a_lv_64': 10, 'a_lv_65': 5, 'a_lv_66': 35}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์การแพทย์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การแพทย์,10200119112101A,40,0.0,0.0,"{'gpax': 20, 'tgat': 30, 'a_lv_61': 5, 'a_lv_64': 5, 'a_lv_65': 20, 'a_lv_66': 20}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์การแพทย์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การแพทย์,10200119112101A,40,0.0,0.0,"{'gpax': 20, 'tgat': 30, 'a_lv_61': 5, 'a_lv_64': 5, 'a_lv_65': 20, 'a_lv_66': 20}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์การแพทย์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจุลชีววิทยา,10200119210501A,40,0.0,0.0,"{'gpax': 20, 'tgat': 30, 'a_lv_61': 10, 'a_lv_65': 20, 'a_lv_66': 20}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิทยาศาสตร์การแพทย์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีวเคมีและชีววิทยาโมเลกุล,10200119210601A,40,0.0,0.0,"{'gpax': 20, 'tgat': 30, 'a_lv_61': 10, 'a_lv_65': 20, 'a_lv_66': 20}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,10200120300501A,70,2.0,0.0,"{'gpax': 10, 'tgat': 20, 'tpat3': 40, 'a_lv_61': 15, 'a_lv_64': 15}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี,10200120300601A,60,0.0,0.0,"{'gpax': 10, 'tgat': 20, 'tpat3': 40, 'a_lv_61': 15, 'a_lv_64': 15}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,10200120300701A,80,0.0,0.0,"{'gpax': 10, 'tgat': 20, 'tpat3': 40, 'a_lv_61': 15, 'a_lv_64': 15}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,10200120301601A,50,2.0,0.0,"{'gpax': 10, 'tgat': 20, 'tpat3': 40, 'a_lv_61': 15, 'a_lv_64': 15}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,10200120301601A,50,2.0,0.0,"{'gpax': 10, 'tgat': 20, 'tpat3': 40, 'a_lv_61': 15, 'a_lv_64': 15}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,10200120301601A,50,2.0,0.0,"{'gpax': 10, 'tgat': 20, 'tpat3': 40, 'a_lv_61': 15, 'a_lv_64': 15}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,10200120302101A,60,0.0,0.0,"{'gpax': 10, 'tgat': 20, 'tpat3': 40, 'a_lv_61': 15, 'a_lv_64': 15}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมวัสดุ,10200120302501A,40,0.0,0.0,"{'gpax': 10, 'tgat': 20, 'tpat3': 40, 'a_lv_61': 15, 'a_lv_64': 15}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,10200120302801A,40,0.0,0.0,"{'gpax': 10, 'tgat': 20, 'tpat3': 40, 'a_lv_61': 15, 'a_lv_64': 15}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,10200120303501A,70,0.0,0.0,"{'gpax': 10, 'tgat': 20, 'tpat3': 40, 'a_lv_61': 15, 'a_lv_64': 15}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนวัตกรรมอัจฉริยะ (หลักสูตรภาษาอังกฤษ),10200120303601D,30,2.0,0.0,"{'gpax': 10, 'tgat': 20, 'tpat3': 40, 'a_lv_61': 15, 'a_lv_64': 15}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะศึกษาศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาเทคโนโลยีดิจิทัลและนวัตกรรมเพื่อการเรียนรู้,10200121701501A,38,2.5,0.0,"{'gpax': 30, 'tgat': 60, 'tpat3': 10}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะศึกษาศาสตร์,หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา (4 ปี),10200121703501A,10,2.5,0.0,"{'gpax': 20, 'tgat': 50, 'tpat5': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะศึกษาศาสตร์,หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา (4 ปี),10200121703501A,10,2.5,0.0,"{'gpax': 20, 'tgat': 50, 'tpat5': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะศึกษาศาสตร์,หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา (4 ปี),10200121703501A,10,2.5,0.0,"{'gpax': 20, 'tgat': 50, 'tpat5': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะศึกษาศาสตร์,หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา (4 ปี),10200121703501A,10,2.5,0.0,"{'gpax': 20, 'tgat': 50, 'tpat5': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะศึกษาศาสตร์,หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา (4 ปี),10200121703501A,10,2.5,0.0,"{'gpax': 20, 'tgat': 50, 'tpat5': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะศึกษาศาสตร์,หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา (4 ปี),10200121703501A,10,2.5,0.0,"{'gpax': 20, 'tgat': 50, 'tpat5': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะศึกษาศาสตร์,หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา (4 ปี),10200121703501A,10,2.5,0.0,"{'gpax': 20, 'tgat': 50, 'tpat5': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะศึกษาศาสตร์,หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา (4 ปี),10200121703501A,10,2.5,0.0,"{'gpax': 20, 'tgat': 50, 'tpat5': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะศึกษาศาสตร์,หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา (4 ปี),10200121703501A,10,2.5,0.0,"{'gpax': 20, 'tgat': 50, 'tpat5': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะศึกษาศาสตร์,หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา (4 ปี),10200121703501A,10,2.5,0.0,"{'gpax': 20, 'tgat': 50, 'tpat5': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสถาปัตยกรรมศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสถาปัตยกรรม,10200122213101A,12,0.0,0.0,"{'gpax': 20, 'tgat': 30, 'tpat4': 40, 'a_lv_82': 10}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต,10200122400501A,35,0.0,0.0,"{'tgat': 40, 'tpat4': 60}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสถาปัตยกรรมศาสตร์,หลักสูตรศิลปกรรมศาตรบัณฑิต สาขาวิชาออกแบบผลิตภัณฑ์และบรรจุภัณฑ์,10200122800101A,35,0.0,0.0,"{'tgat': 30, 'tpat2': 60, 'a_lv_82': 10}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสถาปัตยกรรมศาสตร์,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาการออกแบบสื่อนวัตกรรม,10200122800102A,25,0.0,0.0,"{'tgat': 30, 'tpat2': 60, 'a_lv_82': 10}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสถาปัตยกรรมศาสตร์,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาทัศนศิลป์,10200122800301A,25,0.0,0.0,"{'tgat': 30, 'tpat2': 60, 'a_lv_82': 10}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสหเวชศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชากายภาพบำบัด,10200123110101A,35,0.0,0.0,"{'gpax': 10, 'tgat': 40, 'a_lv_64': 25, 'a_lv_66': 25}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสหเวชศาสตร์,หลักสูตรเทคนิคการแพทยบัณฑิต,10200123111301A,55,0.0,0.0,"{'tgat': 20, 'a_lv_61': 10, 'a_lv_65': 30, 'a_lv_66': 30, 'a_lv_82': 10}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสหเวชศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีหัวใจและทรวงอก,10200123111501A,45,0.0,0.0,"{'gpax': 10, 'tgat': 20, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_66': 20, 'a_lv_82': 10}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสหเวชศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชารังสีเทคนิค,10200123111901A,40,0.0,0.0,"{'tgat': 30, 'a_lv_61': 20, 'a_lv_64': 25, 'a_lv_66': 25}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสหเวชศาสตร์,หลักสูตรทัศนมาตรศาสตรบัณฑิต,10200123113001A,20,0.0,0.0,"{'gpax': 10, 'tgat': 20, 'a_lv_61': 20, 'a_lv_64': 20, 'a_lv_66': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาประชาคมโลกศึกษา (หลักสูตรสองภาษา),10200124900001C,50,3.0,0.0,"{'gpax': 20, 'tgat': 50, 'a_lv_82': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสังคมศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจิตวิทยา,10200124900701A,40,0.0,0.0,"{'gpax': 20, 'tgat': 80}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาประวัติศาสตร์,10200124901401A,100,0.0,0.0,"{'gpax': 20, 'tgat': 30, 'a_lv_70': 50}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสังคมศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,10200124903201A,65,0.0,0.0,"{'gpax': 20, 'tgat': 80}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาพัฒนาสังคม,10200124903501A,30,0.0,0.0,"{'gpax': 20, 'a_lv_70': 60, 'a_lv_82': 20}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสาธารณสุขศาสตร์,หลักสูตรสาธารณสุขศาสตรบัณฑิต สาขาวิชาการดูแลและการจัดการสุขภาพผู้สูงอายุ,10200125110401A,50,0.0,0.0,"{'a_lv_61': 20, 'a_lv_65': 20, 'a_lv_66': 30, 'a_lv_82': 30}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสาธารณสุขศาสตร์,หลักสูตรการแพทย์แผนไทยประยุกต์บัณฑิต,10200125110801A,40,2.75,0.0,"{'gpax': 10, 'tgat': 20, 'tpat1': 20, 'a_lv_61': 10, 'a_lv_64': 10, 'a_lv_65': 10, 'a_lv_66': 10, 'a_lv_82': 10}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสาธารณสุขศาสตร์,หลักสูตรสาธารณสุขศาสตรบัณฑิต สาขาวิชาอนามัยชุมชน,10200125112701A,50,0.0,0.0,"{'a_lv_61': 25, 'a_lv_65': 25, 'a_lv_66': 25, 'a_lv_82': 25}",https://www.admission.nu.ac.th/undergrad2.php
มหาวิทยาลัยนเรศวร,คณะสาธารณสุขศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาอนามัยสิ่งแวดล้อม,10200125112702A,60,2.75,0.0,"{'a_lv_61': 25, 'a_lv_65': 25, 'a_lv_66': 25, 'a_lv_82': 25}",https://www.admission.nu.ac.th/undergrad2.php
